Sequences,"A,a","E,e","I,i","O,o","U,u",Consonants
ZWYLjK,0,0,0,0,0,6
Wc4PhvAr,1,0,0,0,0,7
TfVKViaOFh,1,0,1,1,0,7
2dTkXppV5k,0,0,0,0,0,10
pog2icokVP,0,0,1,2,0,7
ewjRaD,1,1,0,0,0,4
SaGXeeP,1,2,0,0,0,4
iT2vvV,0,0,1,0,0,5
LxxwQ5l,0,0,0,0,0,7
krO7S9T,0,0,0,1,0,6
ztxDXJOKE,0,1,0,1,0,7
8tFpdY3e,0,1,0,0,0,7
LjF3HohN,0,0,0,1,0,7
UulsmRubD,0,0,0,0,3,6
3I8MbG1WQ,0,0,1,0,0,8
ynk2PM,0,0,0,0,0,6
xdm16a,1,0,0,0,0,5
qJpm2wKq,0,0,0,0,0,8
vbzC3L6nK,0,0,0,0,0,9
5GVRFgJ2Y,0,0,0,0,0,9
JZEVivNDIY,0,1,2,0,0,7
ILbvIOu,0,0,2,1,1,3
QWWBTVqre,0,1,0,0,0,8
DpQe3uqL,0,1,0,0,1,6
ovmUOH,0,0,0,2,1,3
4JATB4FET,1,1,0,0,0,7
EWmIGiIUI,0,1,4,0,1,3
xo41o3i,0,0,1,2,0,4
7nqjB0gj5D,0,0,0,0,0,10
Efnm2O,0,1,0,1,0,4
CHBVSPk1j,0,0,0,0,0,9
Gtd11P,0,0,0,0,0,6
1x1QUiI1DU,0,0,2,0,2,6
Gf3xFR3,0,0,0,0,0,7
i2i4n68,0,0,2,0,0,5
aG9IeAR,2,1,1,0,0,3
RgMgJM1BOv,0,0,0,1,0,9
4WsonqGsHk,0,0,0,1,0,9
zoashT5i,1,0,1,1,0,5
UUVxmWoX,0,0,0,1,2,5
IgjtdR,0,0,1,0,0,5
FxbaH46,1,0,0,0,0,6
w8EMjmd,0,1,0,0,0,6
qRmtX7p9,0,0,0,0,0,8
dAVXJk1n8Q,1,0,0,0,0,9
7NEFuDZK,0,1,0,0,1,6
9dIHryx,0,0,1,0,0,6
dhIhyGi0,0,0,2,0,0,6
r7f5GcuOZ,0,0,0,1,1,7
viC6OkD8pa,1,0,1,1,0,7
0g3yyzYtDm,0,0,0,0,0,10
QdwdhA0yB,1,0,0,0,0,8
y0sPKNvSGn,0,0,0,0,0,10
tFWXOR0C26,0,0,0,1,0,9
OX6KwH4TX2,0,0,0,1,0,9
nkSzIn,0,0,1,0,0,5
4Mfo9LKKrN,0,0,0,1,0,9
iepF5m6t,0,1,1,0,0,6
nliBlpgdr,0,0,1,0,0,8
vVloWMHl0a,1,0,0,1,0,8
PJ9yth,0,0,0,0,0,6
ST3sLf,0,0,0,0,0,6
PWXMTJ,0,0,0,0,0,6
LjrSrjDp,0,0,0,0,0,8
7w3oxpO,0,0,0,2,0,5
1pVdnp,0,0,0,0,0,6
kB1zIpReJX,0,1,1,0,0,8
VqxhQ9,0,0,0,0,0,6
f9V8SB,0,0,0,0,0,6
62Kjot,0,0,0,1,0,5
MPNRPeaFr,1,1,0,0,0,7
1SuN6Cqdu3,0,0,0,0,2,8
SNxDdJqHKw,0,0,0,0,0,10
dvtYxdm,0,0,0,0,0,7
m50bxo,0,0,0,1,0,5
NVBq1Ay2v,1,0,0,0,0,8
nSPLMvg,0,0,0,0,0,7
Acxuud3L,1,0,0,0,2,5
mj26bqBdc,0,0,0,0,0,9
m5UkcROB,0,0,0,1,1,6
pS7r85,0,0,0,0,0,6
DCMAiA6szL,2,0,1,0,0,7
03lYhzE,0,1,0,0,0,6
9SDs3gCx,0,0,0,0,0,8
78Jnqma0,1,0,0,0,0,7
uzCOxrfbn,0,0,0,1,1,7
xk7NOBi,0,0,1,1,0,5
ayFk1ex,1,1,0,0,0,5
lT9ITubMkN,0,0,1,0,1,8
JGCGTul,0,0,0,0,1,6
caDnOoL,1,0,0,2,0,4
Msz8AgoSE0,1,1,0,1,0,7
hTmk24,0,0,0,0,0,6
ERf5BOo,0,1,0,2,0,4
tg3kPxRL3Z,0,0,0,0,0,10
J1wsyM1t0,0,0,0,0,0,9
pDo9E0Wib,0,1,1,1,0,6
zcHBp3dmj,0,0,0,0,0,9
9KGGiD1D,0,0,1,0,0,7
RWSIIvW,0,0,2,0,0,5
NmNlXc,0,0,0,0,0,6
nXr3WbLtaA,2,0,0,0,0,8
RZpkTMqV,0,0,0,0,0,8
KkUy1fIM,0,0,1,0,1,6
IEbpVp,0,1,1,0,0,4
vNmTr8NNF,0,0,0,0,0,9
Eqe4TA8,1,2,0,0,0,4
utxMqVzMb,0,0,0,0,1,8
JoI0x6p8,0,0,1,1,0,6
o7N5N8l,0,0,0,1,0,6
VewQHA,1,1,0,0,0,4
SDZFms,0,0,0,0,0,6
0iTCskoZL,0,0,1,1,0,7
fSgnfeum,0,1,0,0,1,6
4xXYHNi,0,0,1,0,0,6
VsPwv0B,0,0,0,0,0,7
OWkhxT2lF,0,0,0,1,0,8
CRsMVbGtI,0,0,1,0,0,8
tcoxdus,0,0,0,1,1,5
uOTs6czM,0,0,0,1,1,6
b8c2vYHH6,0,0,0,0,0,9
2lDcAbkVKQ,1,0,0,0,0,9
L6p0uEj8dP,0,1,0,0,1,8
V0UGa3f,1,0,0,0,1,5
lcI1mayW7M,1,0,1,0,0,8
auk3jP,1,0,0,0,1,4
HzZS4Wn,0,0,0,0,0,7
bPlujm,0,0,0,0,1,5
cQdqmSu,0,0,0,0,1,6
LVR3w8QaQ,1,0,0,0,0,8
vpGYFYkE,0,1,0,0,0,7
BdwtaPMgY,1,0,0,0,0,8
FzJdgiwFKU,0,0,1,0,1,8
H2VJhXtHp,0,0,0,0,0,9
OipFzMTyd,0,0,1,1,0,7
bfpe7JUo1,0,1,0,1,1,6
gQ7eba6,1,1,0,0,0,5
igCi2DvPT,0,0,2,0,0,7
Gny5024wL,0,0,0,0,0,9
lHAP4z0pBj,1,0,0,0,0,9
7xUg3s7hr,0,0,0,0,1,8
SN5IWqD1L,0,0,1,0,0,8
2db0f4,0,0,0,0,0,6
Yi6hmVop1,0,0,1,1,0,7
VCDDHnELE,0,2,0,0,0,7
UkPvft,0,0,0,0,1,5
wl4qNF,0,0,0,0,0,6
zu4bRUaTn,1,0,0,0,2,6
0QJroHPZwl,0,0,0,1,0,9
SRzIwwN,0,0,1,0,0,6
gnhtra49Ic,1,0,1,0,0,8
jQz9kMdfTy,0,0,0,0,0,10
foNxF1o,0,0,0,2,0,5
lTyB4cJcl0,0,0,0,0,0,10
HdEuHnC,0,1,0,0,1,5
DV7RI2PI3b,0,0,2,0,0,8
PWaXpdtQ,1,0,0,0,0,7
4afPIxGUQ,1,0,1,0,1,6
boeMOZrgiU,0,1,1,2,1,5
3CThYe1I,0,1,1,0,0,6
ARzIEL0CJ6,1,1,1,0,0,7
qE7UyuOW,0,1,0,1,2,4
H2lJfFh9Su,0,0,0,0,1,9
pvv8skCqV,0,0,0,0,0,9
rebr4yTp,0,1,0,0,0,7
498a1X,1,0,0,0,0,5
CfQAPgyD60,1,0,0,0,0,9
94qGv6,0,0,0,0,0,6
XgxfL1,0,0,0,0,0,6
iF7G4KO,0,0,1,1,0,5
23oQ9RvV,0,0,0,1,0,7
nWSPlFCRfb,0,0,0,0,0,10
uYuF7hlYK,0,0,0,0,2,7
NsRXSh4Lpp,0,0,0,0,0,10
4SmQhre,0,1,0,0,0,6
maVuT3,1,0,0,0,1,4
uuxnFfV,0,0,0,0,2,5
kyaFXPLvL,1,0,0,0,0,8
FmIiqI,0,0,3,0,0,3
FkSI0lI1,0,0,2,0,0,6
seMFDBuVa,1,1,0,0,1,6
Riq41xH,0,0,1,0,0,6
23OC5S,0,0,0,1,0,5
Lh9n97A,1,0,0,0,0,6
VTcEmQDi33,0,1,1,0,0,8
VsvnwK1xa,1,0,0,0,0,8
DjCOUS3,0,0,0,1,1,5
v22cxh8cLQ,0,0,0,0,0,10
k4yidhvpX,0,0,1,0,0,8
GDeOBt,0,1,0,1,0,4
cgmlby,0,0,0,0,0,6
w5Z6M3M,0,0,0,0,0,7
oFCPG3iER9,0,1,1,1,0,7
vS9oGdLy8,0,0,0,1,0,8
unocUWm,0,0,0,1,2,4
UxfgSDtBaR,1,0,0,0,1,8
hVEoft,0,1,0,1,0,4
ikDykeX,0,1,1,0,0,5
3vhlhRxoYq,0,0,0,1,0,9
JtjcnyE,0,1,0,0,0,6
hO7nb2Q,0,0,0,1,0,6
cxxBw2,0,0,0,0,0,6
obj6g7l6h,0,0,0,1,0,8
S7ZFjOF,0,0,0,1,0,6
ID5VgyfEK,0,1,1,0,0,7
H6iC99u,0,0,1,0,1,5
8mFRsn,0,0,0,0,0,6
hyUnzHH,0,0,0,0,1,6
swvwGTWPV,0,0,0,0,0,9
cPbn4Kd,0,0,0,0,0,7
19Re9BsmEr,0,2,0,0,0,8
nRcoF8wJgS,0,0,0,1,0,9
ZAPBzgDaYV,2,0,0,0,0,8
gCWXy39U,0,0,0,0,1,7
ZIO9GH,0,0,1,1,0,4
XyIyADkxi,1,0,2,0,0,6
VmeS2Po8R,0,1,0,1,0,7
zPnBnY,0,0,0,0,0,6
SPPetQt,0,1,0,0,0,6
cGIzKm,0,0,1,0,0,5
sfAeiW3,1,1,1,0,0,4
JvFxpG,0,0,0,0,0,6
prPPtsxnPZ,0,0,0,0,0,10
EZvjpmy,0,1,0,0,0,6
yAJlH4mgA,2,0,0,0,0,7
mwlBWOf,0,0,0,1,0,6
JXVCFfgyHh,0,0,0,0,0,10
W6nyKqat,1,0,0,0,0,7
L8xYCJO,0,0,0,1,0,6
5irXPpVdi,0,0,2,0,0,7
YGl173T7,0,0,0,0,0,8
gYcf6oZa2,1,0,0,1,0,7
H5Zmamd,1,0,0,0,0,6
sthXFOBX8d,0,0,0,1,0,9
zWeZelI4,0,2,1,0,0,5
BQjHyPGhhB,0,0,0,0,0,10
sn8GYMYAy,1,0,0,0,0,8
tcLJsE9r6,0,1,0,0,0,8
oEgBWHm,0,1,0,1,0,5
lVzvaOI,1,0,1,1,0,4
vndikEo84,0,1,1,1,0,6
9ygDw2Y,0,0,0,0,0,7
NFa9eWZ5,1,1,0,0,0,6
I1VwH1,0,0,1,0,0,5
exQr56,0,1,0,0,0,5
Ljidd3,0,0,1,0,0,5
bUGAMvxX,1,0,0,0,1,6
l86fbnvzyU,0,0,0,0,1,9
bsaxRRMql,1,0,0,0,0,8
zZ0ENEg,0,2,0,0,0,5
vsKt718,0,0,0,0,0,7
GJsYB4,0,0,0,0,0,6
p7d7lOJUwA,1,0,0,1,1,7
2gohdXX21j,0,0,0,1,0,9
jU4aOLi,1,0,1,1,1,3
rztKRJ,0,0,0,0,0,6
g26LMaif,1,0,1,0,0,6
X0HiY7Cnic,0,0,2,0,0,8
FODZo0,0,0,0,2,0,4
zGoj7a,1,0,0,1,0,4
3qc4TF,0,0,0,0,0,6
SMvWyJY,0,0,0,0,0,7
I5gFhClIr,0,0,2,0,0,7
UATmjOtTS2,1,0,0,1,1,7
7MvzV8,0,0,0,0,0,6
nmMzlD,0,0,0,0,0,6
bwXS53ldPs,0,0,0,0,0,10
5JwDHBYGcw,0,0,0,0,0,10
cM0pU09Q,0,0,0,0,1,7
ukc09F5Yj,0,0,0,0,1,8
lDkltKBpu,0,0,0,0,1,8
lQsuleqi,0,1,1,0,1,5
eIOszWl5I1,0,1,2,1,0,6
ul6Co3,0,0,0,1,1,4
B69Esm6fm1,0,1,0,0,0,9
f6y1PdzA5,1,0,0,0,0,8
x8YYUvr,0,0,0,0,1,6
NqYTMK,0,0,0,0,0,6
S41yFKQ,0,0,0,0,0,7
vgnGp5rn,0,0,0,0,0,8
7YpRoRW,0,0,0,1,0,6
P4tFa7Ac,2,0,0,0,0,6
DftZkW40,0,0,0,0,0,8
zXy3VNes,0,1,0,0,0,7
712lEToN0Q,0,1,0,1,0,8
7y6gD2,0,0,0,0,0,6
D5vtVD,0,0,0,0,0,6
kPZhkXq,0,0,0,0,0,7
ZB7PSWlCLy,0,0,0,0,0,10
i0Yc4e,0,1,1,0,0,4
0n50qHx,0,0,0,0,0,7
oxhmGgCN,0,0,0,1,0,7
ujYkNrHQKn,0,0,0,0,1,9
LkyoR7Vn,0,0,0,1,0,7
4JpwubRAPd,1,0,0,0,1,8
3adksK3CTP,1,0,0,0,0,9
YmkKEsivtc,0,1,1,0,0,8
URIgybU,0,0,1,0,2,4
TUP8pxm9Fr,0,0,0,0,1,9
n9vM8AjHl,1,0,0,0,0,8
CRmosVl,0,0,0,1,0,6
g08eI1VR,0,1,1,0,0,6
Zsuq0n,0,0,0,0,1,5
yUoZGOc,0,0,0,2,1,4
7rRzp9f,0,0,0,0,0,7
DswAs1vPJb,1,0,0,0,0,9
HBjQCQ,0,0,0,0,0,6
ExE0g0,0,2,0,0,0,4
PhCptMDddx,0,0,0,0,0,10
7mJKdb,0,0,0,0,0,6
i6YkaL9,1,0,1,0,0,5
xoQltpmD,0,0,0,1,0,7
E7P8X49a,1,1,0,0,0,6
v6f3iwrcR,0,0,1,0,0,8
wQoArCQc1,1,0,0,1,0,7
GQtQDH,0,0,0,0,0,6
yi9diZ,0,0,2,0,0,4
adSnfqsKYo,1,0,0,1,0,8
YtqlQDkn,0,0,0,0,0,8
D8ofF5Zlu,0,0,0,1,1,7
a5uWAWZC,2,0,0,0,1,5
zLFyE7bOG,0,1,0,1,0,7
L6yzhbzb,0,0,0,0,0,8
UHi3ei02ac,1,1,2,0,1,5
AQ46Gp,1,0,0,0,0,5
zNm3QOwJ,0,0,0,1,0,7
5dXpO6,0,0,0,1,0,5
xtzweHFgz,0,1,0,0,0,8
7bVT6tZ7,0,0,0,0,0,8
DmiDkBT4Ab,1,0,1,0,0,8
U1fZK6,0,0,0,0,1,5
64Urxey5D,0,1,0,0,1,7
VlUwHoF,0,0,0,1,1,5
CefOiV8pI,0,1,2,1,0,5
bzeTo8JC,0,1,0,1,0,6
hg7BDbtO5,0,0,0,1,0,8
upPpT3m7FE,0,1,0,0,1,8
teGYXn,0,1,0,0,0,5
Vgrxht5nth,0,0,0,0,0,10
N7Hq4W,0,0,0,0,0,6
y9yQVED,0,1,0,0,0,6
pRqQtL,0,0,0,0,0,6
tS9y696zU,0,0,0,0,1,8
qsWZs4k,0,0,0,0,0,7
TYvRdYaF,1,0,0,0,0,7
XwX4TbybVn,0,0,0,0,0,10
jGZfIS4,0,0,1,0,0,6
CegSDN,0,1,0,0,0,5
fBhDe2B9,0,1,0,0,0,7
YsVD4QCi,0,0,1,0,0,7
uu7Jjy,0,0,0,0,2,4
UEUI3reAKo,1,2,1,1,2,3
fTSIdCKP,0,0,1,0,0,7
dygsYP,0,0,0,0,0,6
s76dik2LUW,0,0,1,0,1,8
kWa7RI,1,0,1,0,0,4
xL40btdh1o,0,0,0,1,0,9
g8PS04t,0,0,0,0,0,7
A25mXw,1,0,0,0,0,5
JyhjD8,0,0,0,0,0,6
UhgtjGbHy,0,0,0,0,1,8
XFFcv4g,0,0,0,0,0,7
XLfi6ly,0,0,1,0,0,6
HGWTJp,0,0,0,0,0,6
b24kNN,0,0,0,0,0,6
eV07VlDC2v,0,1,0,0,0,9
FBPD6wwBYP,0,0,0,0,0,10
ZaxbbMCBU7,1,0,0,0,1,8
RBY2P3oZk,0,0,0,1,0,8
XVWolxXybH,0,0,0,1,0,9
3ArKeYzJc,1,1,0,0,0,7
eHblbNA,1,1,0,0,0,5
Z02STBL4,0,0,0,0,0,8
HuuuDbFU0D,0,0,0,0,4,6
3nbO0AcBG,1,0,0,1,0,7
OpsAPHbiCe,1,1,1,1,0,6
50xFFz3,0,0,0,0,0,7
W5ZMTl4,0,0,0,0,0,7
jrcXaY2,1,0,0,0,0,6
pCn1tM5,0,0,0,0,0,7
BAaaaPSLKp,4,0,0,0,0,6
TrfcVvnia,1,0,1,0,0,7
JH2c7c,0,0,0,0,0,6
dKqxhUAO9,1,0,0,1,1,6
rud3HMP,0,0,0,0,1,6
m0usztautl,1,0,0,0,2,7
pa5rvxwX,1,0,0,0,0,7
ATCAtr0IM,2,0,1,0,0,6
0aU6Jh2,1,0,0,0,1,5
bEhwlw,0,1,0,0,0,5
sdfXKNjS,0,0,0,0,0,8
Sfe2AFg,1,1,0,0,0,5
r4PkAO21,1,0,0,1,0,6
MuYMUA,1,0,0,0,2,3
Clg00ZP,0,0,0,0,0,7
4ipgq4yS38,0,0,1,0,0,9
131F7Rs,0,0,0,0,0,7
cUMBFOK5Ug,0,0,0,1,2,7
ccLAofgg5,1,0,0,1,0,7
0M20FwreC,0,1,0,0,0,8
npZ6r8zqG,0,0,0,0,0,9
Sy8P6zBxb,0,0,0,0,0,9
RgEwqL8pTl,0,1,0,0,0,9
oGsbB6Zjd,0,0,0,1,0,8
pkrESnRGKy,0,1,0,0,0,9
Q1iJIEwPZ,0,1,2,0,0,6
N270Hpo,0,0,0,1,0,6
7ms3KsZX,0,0,0,0,0,8
xpZdNO,0,0,0,1,0,5
8c57YZh9Re,0,1,0,0,0,9
YPNKozCNS,0,0,0,1,0,8
v4T3Pyx,0,0,0,0,0,7
H0by3g,0,0,0,0,0,6
kXKIUl,0,0,1,0,1,4
bEUel4bFd,0,2,0,0,1,6
UqNCF0,0,0,0,0,1,5
XPjj7buYft,0,0,0,0,1,9
ybFJGvKq,0,0,0,0,0,8
li18Z6ELu5,0,1,1,0,1,7
Do3Sfn,0,0,0,1,0,5
BFrWRk6IC,0,0,1,0,0,8
su6p8v,0,0,0,0,1,5
bSTuid5na,1,0,1,0,1,6
3Y6lULL,0,0,0,0,1,6
yEoGRwz,0,1,0,1,0,5
uQaIeeborH,1,2,1,1,1,4
9q7bH76MAM,1,0,0,0,0,9
tFQ7nk,0,0,0,0,0,6
K0JfWuMfg,0,0,0,0,1,8
J4PzPIBj,0,0,1,0,0,7
j5dAPoNZdP,1,0,0,1,0,8
QdDSPP12,0,0,0,0,0,8
0O9u7dOv,0,0,0,2,1,5
qg3oTfwgUl,0,0,0,1,1,8
gxn6FN,0,0,0,0,0,6
L697nx,0,0,0,0,0,6
DtQjgD,0,0,0,0,0,6
M9Ik4TVyK,0,0,1,0,0,8
njUdffnAz8,1,0,0,0,1,8
l9uoToF0,0,0,0,2,1,5
uepkUh,0,1,0,0,2,3
8k6Nosh,0,0,0,1,0,6
yIU2Pw0W,0,0,1,0,1,6
uNzPPwvdWy,0,0,0,0,1,9
zxv5eR,0,1,0,0,0,5
YDn7aYhA,2,0,0,0,0,6
EMrQcTam,1,1,0,0,0,6
uLLw9GT,0,0,0,0,1,6
PG0stM3m,0,0,0,0,0,8
DeigbM,0,1,1,0,0,4
PgE4awG,1,1,0,0,0,5
gBBXcdJd,0,0,0,0,0,8
FENY0bHz7M,0,1,0,0,0,9
cqLDiBO5,0,0,1,1,0,6
YIiocZhTX,0,0,2,1,0,6
8B2LfAJ6,1,0,0,0,0,7
1GIoE9Lx,0,1,1,1,0,5
7WCeKd4K8G,0,1,0,0,0,9
fkJY7J1IK,0,0,1,0,0,8
AVgJfejZz5,1,1,0,0,0,8
WuWsmxau,1,0,0,0,2,5
lTMAe4JaB,2,1,0,0,0,6
hHQn28gSx0,0,0,0,0,0,10
DyG6zVvxO,0,0,0,1,0,8
t9DSyB4w,0,0,0,0,0,8
hsQ84bG,0,0,0,0,0,7
ZKDkFDJDK,0,0,0,0,0,9
dNtzowvBZ,0,0,0,1,0,8
B8gpdo8DNM,0,0,0,1,0,9
S9HZfTekT,0,1,0,0,0,8
wjtZGhAZ,1,0,0,0,0,7
XSrAt8b15,1,0,0,0,0,8
mzP6JWW9D,0,0,0,0,0,9
lN11nl5xS,0,0,0,0,0,9
iXIO7bS,0,0,2,1,0,4
oz1HOW,0,0,0,2,0,4
gspl3sW4KK,0,0,0,0,0,10
ZKxaMbY,1,0,0,0,0,6
qHWA9Xi3nE,1,1,1,0,0,7
pr2l1Uz81,0,0,0,0,1,8
l8jP0hiF,0,0,1,0,0,7
xhI3VFakq,1,0,1,0,0,7
Eodrz9ODfc,0,1,0,2,0,7
zuDYO6zEW,0,1,0,1,1,6
JEhGVUP9K,0,1,0,0,1,7
4OErjMKY,0,1,0,1,0,6
KH2HypY9Nj,0,0,0,0,0,10
qHDmqs68,0,0,0,0,0,8
AA88fQsV,2,0,0,0,0,6
kz4yfrduZa,1,0,0,0,1,8
uuSeWir82D,0,1,1,0,2,6
hrA1CK,1,0,0,0,0,5
V7Pk8K,0,0,0,0,0,6
FOzlxgzf,0,0,0,1,0,7
BuUnbHbDR,0,0,0,0,2,7
TcnPkEg4,0,1,0,0,0,7
GbwDC2,0,0,0,0,0,6
d032WD4,0,0,0,0,0,7
5JorD6VQj,0,0,0,1,0,8
7Ttrab,1,0,0,0,0,5
GWxP1owy,0,0,0,1,0,7
vCAgeMW,1,1,0,0,0,5
Ng7B6ZIznU,0,0,1,0,1,8
mvRtHJ,0,0,0,0,0,6
wV3noc,0,0,0,1,0,5
28fNhvmG5,0,0,0,0,0,9
CHw2Elr,0,1,0,0,0,6
HmClOH,0,0,0,1,0,5
PlYsCp9RL,0,0,0,0,0,9
O4av4etU,1,1,0,1,1,4
F1Z6BwzGKG,0,0,0,0,0,10
rJSAe1WL,1,1,0,0,0,6
svliGplXMZ,0,0,1,0,0,9
AG1Mexsa8R,2,1,0,0,0,7
gfVadiUR,1,0,1,0,1,5
jwXkLp2B,0,0,0,0,0,8
ioMH4FAl,1,0,1,1,0,5
gzYiwRLu,0,0,1,0,1,6
mZxna3Co,1,0,0,1,0,6
7IZiJ2i,0,0,3,0,0,4
sOYdPId,0,0,1,1,0,5
gZlhZ9,0,0,0,0,0,6
93jK3tBs,0,0,0,0,0,8
18POtLqj,0,0,0,1,0,7
V0ZOJj5mJ,0,0,0,1,0,8
d9nsAk4bd,1,0,0,0,0,8
OVjLskxJu,0,0,0,1,1,7
T0pLb9fx,0,0,0,0,0,8
WlXxHrP,0,0,0,0,0,7
xuadBL5s7,1,0,0,0,1,7
Pisto8J65n,0,0,1,1,0,8
bjhE3a,1,1,0,0,0,4
88xZZiEl,0,1,1,0,0,6
75L1Ya,1,0,0,0,0,5
EnGv4i8,0,1,1,0,0,5
dkRiHm,0,0,1,0,0,5
9apv2CkkgZ,1,0,0,0,0,9
PkJPEe,0,2,0,0,0,4
nLclob5,0,0,0,1,0,6
vlhhEE,0,2,0,0,0,4
EtkjXgY,0,1,0,0,0,6
iGg24T3u,0,0,1,0,1,6
wqgT170W,0,0,0,0,0,8
UEOSMNw5,0,1,0,1,1,5
1EHlXQbzdg,0,1,0,0,0,9
hKZfXdYKb,0,0,0,0,0,9
bjGM995,0,0,0,0,0,7
3ZjfeJp,0,1,0,0,0,6
nXfWXVXAZ,1,0,0,0,0,8
KenV6n,0,1,0,0,0,5
l6Bn5sdU,0,0,0,0,1,7
Mc9ytW,0,0,0,0,0,6
YoRzi1,0,0,1,1,0,4
E9hD7Fs6U,0,1,0,0,1,7
VzDspQ,0,0,0,0,0,6
zzww78C4,0,0,0,0,0,8
J7NTY5,0,0,0,0,0,6
cCWASg,1,0,0,0,0,5
QKMPR8PKY,0,0,0,0,0,9
fvZxCr7O,0,0,0,1,0,7
7vgumaiIJZ,1,0,2,0,1,6
Iz8NzmY,0,0,1,0,0,6
64BII1SAFF,1,0,2,0,0,7
DImcZH8Pwj,0,0,1,0,0,9
B7q1f121gG,0,0,0,0,0,10
YuA8ySzw,1,0,0,0,1,6
liktdC,0,0,1,0,0,5
ZtjXn0NG,0,0,0,0,0,8
qwN653iql,0,0,1,0,0,8
1DvqCsQR,0,0,0,0,0,8
KtUsb8hwE,0,1,0,0,1,7
R8FXCr,0,0,0,0,0,6
dJYeSbik,0,1,1,0,0,6
VqlAi1J3J,1,0,1,0,0,7
tO6UOyKZ,0,0,0,2,1,5
NmNDu3Q,0,0,0,0,1,6
mtP3JjJ23r,0,0,0,0,0,10
ma1ONAvh2z,2,0,0,1,0,7
O28oMwvwT,0,0,0,2,0,7
ZkauBaF,2,0,0,0,1,4
PmWwNbUE,0,1,0,0,1,6
yFBwCM,0,0,0,0,0,6
kBT5Oqy,0,0,0,1,0,6
zruUILmL,0,0,1,0,2,5
V5ppaVRe6,1,1,0,0,0,7
W8Hnxw,0,0,0,0,0,6
P0ap9vs19,1,0,0,0,0,8
FoiIrw437O,0,0,2,2,0,6
vZsJgH,0,0,0,0,0,6
oqujhdHTy,0,0,0,1,1,7
KtI0Xee,0,2,1,0,0,4
s5Kdttk5ul,0,0,0,0,1,9
omKgq2iGV,0,0,1,1,0,7
2md5l9,0,0,0,0,0,6
CNEph94m,0,1,0,0,0,7
GA7uJhb,1,0,0,0,1,5
Nd2XsGsTFH,0,0,0,0,0,10
usKXr0,0,0,0,0,1,5
QoePGn9D7,0,1,0,1,0,7
t5BtbkKp7g,0,0,0,0,0,10
URg8QfYF,0,0,0,0,1,7
b0DDk5u,0,0,0,0,1,6
SeMjCEAs,1,2,0,0,0,5
kmM0tfvs2,0,0,0,0,0,9
FzfWnJra,1,0,0,0,0,7
z3of9xvn,0,0,0,1,0,7
2Cd8oo3,0,0,0,2,0,5
865Tlpra,1,0,0,0,0,7
ehKShth84,0,1,0,0,0,8
E09dR4,0,1,0,0,0,5
wisBn48wxC,0,0,1,0,0,9
KKkEvLWKRm,0,1,0,0,0,9
emz68SR7,0,1,0,0,0,7
QLABeO,1,1,0,1,0,3
DXELx2sKxA,1,1,0,0,0,8
OLizSW,0,0,1,1,0,4
JErjBhN,0,1,0,0,0,6
1EDDq1G3J0,0,1,0,0,0,9
vIfpfsVFH,0,0,1,0,0,8
4EhssHN,0,1,0,0,0,6
u2PS74p,0,0,0,0,1,6
oJnpnJPZwO,0,0,0,2,0,8
55HUmmOq,0,0,0,1,1,6
VENGJhM7,0,1,0,0,0,7
Re8zgkEMNO,0,2,0,1,0,7
Nh0FA6ZGNJ,1,0,0,0,0,9
GmNZL9Gv,0,0,0,0,0,8
9BBA2lvrj,1,0,0,0,0,8
TxHDWDgW,0,0,0,0,0,8
bS7Obk,0,0,0,1,0,5
7mhJDW0hIX,0,0,1,0,0,9
ISx91F6l0,0,0,1,0,0,8
NUbK0C,0,0,0,0,1,5
Jd1mkeOxHi,0,1,1,1,0,7
FPuxlVJ,0,0,0,0,1,6
8UhtBT3dEP,0,1,0,0,1,8
JhZvt2324,0,0,0,0,0,9
Z3a5Tr,1,0,0,0,0,5
U8WuSpMR,0,0,0,0,2,6
Isu6xt,0,0,1,0,1,4
sBAoYXE,1,1,0,1,0,4
WUE9zuCJW,0,1,0,0,2,6
nCit98,0,0,1,0,0,5
vRZ3G5K5D,0,0,0,0,0,9
gwUqC6G,0,0,0,0,1,6
YPRKgaY5,1,0,0,0,0,7
RNLYHr,0,0,0,0,0,6
GOSWC74u,0,0,0,1,1,6
ksvzClGe0w,0,1,0,0,0,9
dv9ThP74Sr,0,0,0,0,0,10
D7sKlaAV8,2,0,0,0,0,7
coAVBl3aU,2,0,0,1,1,5
eFTegsD,0,2,0,0,0,5
uUSKIuiON,0,0,2,1,3,3
ucNC0TL,0,0,0,0,1,6
DsUaUXaWi,2,0,1,0,2,4
tzLvg6Gw1H,0,0,0,0,0,10
dIsptV,0,0,1,0,0,5
2dXxfnqiRC,0,0,1,0,0,9
HCCf4TNwIn,0,0,1,0,0,9
qHhkmrxxDN,0,0,0,0,0,10
sf5ky8Aan,2,0,0,0,0,7
JsDU8LhWw,0,0,0,0,1,8
R0ByaT,1,0,0,0,0,5
PaOghGPfo,1,0,0,2,0,6
1iK37I,0,0,2,0,0,4
XfJofqBnc,0,0,0,1,0,8
A6yqOcKi,1,0,1,1,0,5
MmAnMEai,2,1,1,0,0,4
LjclyzOB,0,0,0,1,0,7
dRiuKiB,0,0,2,0,1,4
8IeyjqDcQ,0,1,1,0,0,7
yHUw9xNEIR,0,1,1,0,1,7
